file,label,valence,activation,dominance,gender,predicted label,prediction,transcription,total_silence,total_duration,trimmed_duration,n_words,speed_rate_word,speed_rate_word_trimmed
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F031.wav,neu,2.5,3.0,3.5,F,neu,1,There are no people upstairs; it's a photographer's studio.,1.2200000000000002,3.652,2.464,9,0.4057777777777778,0.2737777777777778
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F032.wav,neu,3.5,3.0,3.5,F,ang,0,They are away in Tunis.,1.6870000000000003,2.567,0.8960000000000001,5,0.5134000000000001,0.17920000000000003
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F034.wav,ang,2.5,2.0,4.0,F,neu,0,Fine if you insist on being boorish and idiotic.,0.6989999999999998,5.056,4.926,9,0.5617777777777778,0.5473333333333333
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav,ang,2.0,3.5,3.5,F,neu,0,"You are far too temperamental, try to control yourself.",1.3240000000000003,3.938,2.7089999999999996,9,0.4375555555555556,0.30099999999999993
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav,ang,1.0,4.0,5.0,F,ang,1,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",3.1479999999999997,8.83,8.437999999999999,21,0.4204761904761905,0.4018095238095237
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F037.wav,ang,1.0,4.5,5.0,F,ang,1,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.",2.5349999999999993,10.35,9.797,23,0.45,0.42595652173913046
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F038.wav,ang,1.5,2.0,4.5,F,sad,0,This is the end.  Do you hear me?  Finally and forever.,2.243,5.425,4.489,11,0.49318181818181817,0.40809090909090906
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F039.wav,ang,4.0,3.5,3.5,F,hap,0,Oh.  Yes I am.,0.0,1.99,1.99,4,0.4975,0.4975
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F040.wav,ang,1.0,5.0,5.0,F,ang,1,"Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.",4.236000000000002,18.43,15.751999999999999,38,0.485,0.41452631578947363
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav,neu,2.5,2.5,3.0,F,sad,0,However I believe the real cause of that row was Peter Burden.,2.805,6.452,5.678,12,0.5376666666666666,0.4731666666666667
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav,neu,2.5,3.5,3.0,F,hap,0,I knew nothing of the sort.  You took presents from him.,0.7849999999999999,4.38,2.457,11,0.3981818181818182,0.22336363636363635
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav,neu,2.0,4.0,4.0,F,hap,0,You went out of your way to torture me over Peter Burden.,0.8620000000000001,4.23,3.6399999999999997,12,0.35250000000000004,0.3033333333333333
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M007.wav,ang,2.5,2.5,3.0,F,hap,0,What about me?,0.39300000000000024,2.599,2.453,3,0.8663333333333334,0.8176666666666667
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M010.wav,neu,3.0,4.0,3.0,F,hap,0,"I'll have a little, I think.",0.566,2.69,2.596,6,0.4483333333333333,0.4326666666666667
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav,neu,2.5,4.0,3.0,F,hap,0,"No particular reason.  Anyhow, they are very small ones.",1.4240000000000004,3.536,2.54,9,0.3928888888888889,0.2822222222222222
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M014.wav,ang,2.0,3.5,4.0,F,ang,1,"Really, Amanda.",1.0599999999999996,2.25,1.42,2,1.125,0.71
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav,neu,3.0,2.5,2.5,F,sad,0,"you going out somewhere, dear?",1.859,3.35,1.716,5,0.67,0.3432
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M018.wav,neu,3.0,4.0,3.5,F,neu,1,"Well as a matter of fact, yes, that's perfectly true.",1.1170000000000002,2.982,1.896,10,0.2982,0.1896
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M019.wav,neu,3.0,2.5,3.5,F,neu,1,Yes it is.,0.152,1.37,0.16,3,0.4566666666666667,0.05333333333333334
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M020.wav,ang,2.0,4.0,4.5,F,hap,0,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",1.6459999999999995,5.09,4.832,19,0.26789473684210524,0.2543157894736842
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M021.wav,ang,2.0,4.5,3.5,F,hap,0,"Snap, snap, snap.  You know you are like a little adder.",1.0700000000000003,3.192,2.388,11,0.2901818181818182,0.21709090909090908
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M022.wav,ang,2.0,4.5,4.5,F,hap,0,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,2.621999999999999,7.28,6.538,15,0.48533333333333334,0.4358666666666667
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M023.wav,ang,1.5,4.5,4.5,F,ang,1,Did you see much of Peter Burden after our divorce?,1.3509999999999998,3.72,2.502,10,0.372,0.2502
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M024.wav,ang,1.0,4.5,4.5,F,ang,1,"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow.",3.3490000000000006,12.75,12.116,37,0.34459459459459457,0.3274594594594594
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M025.wav,ang,2.0,4.0,4.5,F,hap,0,I think I am not in the least bit drunk.,1.738,4.49,2.78,10,0.449,0.27799999999999997
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M026.wav,ang,2.0,4.5,4.5,F,ang,1,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.,4.159999999999998,9.139,7.917,26,0.3515,0.3045
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M027.wav,ang,3.0,4.5,4.5,F,hap,0,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",5.601000000000001,14.84,14.112,35,0.424,0.4032
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M029.wav,ang,2.5,3.0,3.5,F,sad,0,"Look, you better turn that off. I don't want to wake up the people upstairs.",2.779000000000001,5.078,3.096,15,0.33853333333333335,0.2064
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M030.wav,ang,2.5,3.0,3.0,F,sad,0,Well then you'll wake up the people downstairs.,1.038,2.326,1.333,8,0.29075,0.166625
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M031.wav,neu,2.5,2.5,3.5,F,sad,0,This is no time of year for Tunis.,0.0,4.26,4.26,8,0.5325,0.5325
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M032.wav,ang,3.0,2.5,3.5,F,sad,0,I will do no such thing.,0.16600000000000004,2.949,2.762,6,0.4915,0.4603333333333333
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M033.wav,ang,2.0,3.5,3.5,F,sad,0,"Will you turn that off, it's driving me mad.",3.0230000000000006,5.671,5.001,9,0.6301111111111112,0.5556666666666668
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M034.wav,ang,1.5,3.0,4.5,F,ang,1,Turn it off.,1.7089999999999999,3.178,2.253,3,1.0593333333333332,0.751
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M035.wav,ang,2.0,3.5,4.0,F,ang,1,"Amanda, listen, listen.",0.5430000000000001,2.342,1.173,3,0.7806666666666667,0.391
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M036.wav,ang,4.0,3.5,3.5,F,ang,1,Oh.  That's very amusing indeed.,0.4960000000000002,4.268,3.786,5,0.8535999999999999,0.7572
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M037.wav,ang,1.5,4.0,5.0,F,ang,1,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",2.3019999999999996,8.972,8.218,23,0.39008695652173914,0.35730434782608694
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M038.wav,ang,2.0,2.5,3.5,F,neu,0,You're not going like this.,0.0,2.067,2.067,5,0.41340000000000005,0.41340000000000005
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M039.wav,ang,2.0,3.0,3.5,F,neu,0,You're not.,1.068,1.495,0.32700000000000007,2,0.7475,0.16350000000000003
Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M040.wav,ang,1.0,4.5,5.0,F,ang,1,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",2.566999999999998,16.0,14.994,42,0.38095238095238093,0.357
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,sad,2.0,2.0,2.0,M,sad,1,Did you talk to him?,0.0,2.363,2.363,5,0.4726,0.4726
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,sad,2.3333,1.6667,2.3333,M,sad,1,Cried hard?,0.0,3.114,3.114,2,1.557,1.557
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav,sad,2.0,2.3333,1.6667,M,hap,0,[BREATHING],0.0,2.213,2.213,1,2.213,2.213
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav,ang,2.3333,2.3333,2.6667,M,sad,0,"He's dreaming about him again, walking the streets.",0.4690000000000003,5.008,4.841,8,0.626,0.605125
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav,ang,2.3333,3.3333,3.3333,M,sad,0,What do you mean a mistake?,2.237,3.414,2.2520000000000002,6,0.5690000000000001,0.37533333333333335
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav,ang,1.6667,3.3333,4.0,M,sad,0,"What, can you prove it?  What proof do you have?  Can you prove it?",3.527,6.283,3.99,14,0.4487857142857143,0.28500000000000003
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav,ang,2.0,3.3333,4.3333,M,sad,0,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",5.850999999999999,11.305,10.709,36,0.3140277777777778,0.2974722222222222
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav,ang,1.6667,4.3333,4.3333,M,ang,1,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,2.0320000000000005,6.87,5.385999999999999,19,0.36157894736842106,0.28347368421052627
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav,ang,2.0,2.3333,2.6667,M,neu,0,Why?,0.0,2.038,2.038,1,2.038,2.038
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F020.wav,ang,1.6667,3.6667,4.0,M,ang,1,"Well, what do you want me to do?  You're old enough known your own business.",1.359,3.67,2.339,15,0.24466666666666667,0.15593333333333334
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav,ang,1.6667,3.6667,4.3333,M,ang,1,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,3.682000000000001,7.736,5.638999999999999,14,0.5525714285714286,0.40278571428571425
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav,ang,1.6667,4.3333,4.3333,M,ang,1,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",4.066000000000002,13.05,10.422,47,0.27765957446808515,0.22174468085106383
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav,neu,3.3333,2.6667,3.0,M,neu,1,You're a considerate fellow.  There's nothing wrong in that.,1.2890000000000001,3.63,3.173,9,0.4033333333333333,0.35255555555555557
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F026.wav,neu,3.0,2.3333,3.0,M,sad,0,Did you ask Annie yet?,3.056,3.976,0.96,5,0.7952,0.192
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F029.wav,ang,2.3333,2.6667,3.3333,M,ang,1,I don't see why it has to be Annie.,1.2470000000000003,3.11,2.258,9,0.34555555555555556,0.2508888888888889
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F030.wav,ang,1.6667,4.0,4.0,M,ang,1,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",2.1640000000000006,7.94,6.554,23,0.34521739130434786,0.28495652173913044
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F031.wav,sad,2.0,2.6667,3.3333,M,sad,1,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",5.103,9.17,7.145,14,0.655,0.5103571428571428
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav,ang,2.0,3.0,4.0,M,ang,1,"Do you know what that'll do to you, to your father, do you know?  I don't.",3.7810000000000006,6.57,4.6290000000000004,16,0.410625,0.28931250000000003
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F035.wav,ang,2.6667,3.6667,3.6667,M,ang,1,Are you crazy?,2.2169999999999996,3.377,1.178,3,1.1256666666666666,0.39266666666666666
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F036.wav,ang,1.3333,4.3333,4.3333,M,ang,1,You have a business here.  I said what the hell is this?,2.825,5.775,3.9749999999999996,12,0.48125,0.33125
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F037.wav,ang,2.0,3.3333,4.3333,M,ang,1,"Oh, must you be inspired.",1.2760000000000002,3.41,2.948,5,0.682,0.5896
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F039.wav,ang,1.6667,3.0,4.0,M,ang,1,"Well, you don't want to think like that.",1.423,2.922,1.517,8,0.36525,0.189625
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav,ang,1.0,4.3333,4.3333,M,ang,1,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",3.850000000000001,11.862,10.741,34,0.3488823529411765,0.31591176470588234
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F041.wav,ang,1.6667,4.3333,4.0,M,ang,1,"Well, you don't think like that.",1.3299999999999996,2.86,2.134,6,0.4766666666666666,0.35566666666666663
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F042.wav,ang,2.0,3.3333,2.6667,M,sad,0,"I don't understand you, do I?",2.372,3.861,1.507,6,0.6435000000000001,0.25116666666666665
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F043.wav,ang,3.0,2.0,2.3333,M,sad,0,"Well, I can see that.",0.9179999999999999,3.151,2.96,5,0.6302,0.592
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav,neu,2.6667,2.0,2.0,M,sad,0,He saw it.,0.0,3.321,3.321,3,1.107,1.107
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav,neu,2.3333,2.3333,1.6667,M,sad,0,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,1.6219999999999992,6.135,5.795,25,0.24539999999999998,0.2318
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M003.wav,sad,2.0,2.3333,1.6667,M,sad,1,I don't know.  But he went back in the kitchen and he cried.,0.0,6.34,6.34,13,0.4876923076923077,0.4876923076923077
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M004.wav,sad,2.0,2.0,2.3333,M,sad,1,No.  I figured I'd just let it wait.,0.0,4.97,4.97,8,0.62125,0.62125
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M005.wav,sad,2.0,2.6667,2.3333,M,sad,1,"Yeah, I could hear him crying through the floorboards in my room.",0.0,5.12,5.12,12,0.4266666666666667,0.4266666666666667
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M006.wav,sad,2.3333,2.3333,1.6667,M,sad,1,I don't know.,0.0,2.006,2.006,3,0.6686666666666666,0.6686666666666666
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M007.wav,sad,3.0,2.3333,2.0,M,neu,0,I guess he is.,0.0,2.926,2.926,4,0.7315,0.7315
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M017.wav,neu,3.0,3.0,3.3333,M,sad,0,I'm going to ask her to marry me.,0.0,3.68,3.68,8,0.46,0.46
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M020.wav,ang,1.6667,4.0,4.3333,M,ang,1,"See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",5.597999999999999,12.429,10.333,33,0.37663636363636366,0.31312121212121213
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M021.wav,ang,2.3333,3.3333,4.3333,M,ang,1,She is not Larry's girl.,0.9669999999999996,3.05,2.119,5,0.61,0.42380000000000007
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M023.wav,ang,1.3333,4.6667,4.3333,M,hap,0,To hell with that.,1.681,2.35,0.7080000000000001,4,0.5875,0.17700000000000002
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M024.wav,sad,2.6667,3.0,2.3333,M,sad,1,"No, I wanted to get this all sorted out first.",1.6930000000000003,3.615,3.244,10,0.36150000000000004,0.3244
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M034.wav,ang,2.6667,2.6667,3.0,M,hap,0,Business?  The business doesn't inspire me.,1.9360000000000002,4.3,3.0709999999999997,6,0.7166666666666667,0.5118333333333333
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M035.wav,ang,2.0,4.0,4.6667,M,ang,1,"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",3.079999999999998,11.19,10.501,47,0.23808510638297872,0.22342553191489362
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M037.wav,neu,2.3333,2.3333,2.6667,M,sad,0,"Yes, on this I would.",0.0,2.95,2.95,5,0.5900000000000001,0.5900000000000001
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M038.wav,sad,2.0,2.6667,2.6667,M,sad,1,Then help me stay here mom.,1.1850000000000003,2.68,1.536,6,0.4466666666666667,0.256
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M040.wav,sad,2.6667,2.3333,3.0,M,ang,0,Then help me stay.,0.7660000000000002,2.152,1.414,4,0.538,0.3535
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M041.wav,ang,2.6667,3.0,3.6667,M,ang,1,I am thinking like that.,1.509,2.65,1.45,5,0.53,0.29
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M042.wav,sad,3.0,2.0,3.3333,M,sad,1,"No, you don't.  I'm a pretty tough guy.",0.0,4.689,4.689,8,0.586125,0.586125
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F000.wav,neu,2.5,2.0,2.0,F,neu,1,Fine.,0.0,2.07,2.07,1,2.07,2.07
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F004.wav,neu,2.0,3.0,3.0,F,hap,0,That's not your flashlight.,0.6380000000000001,2.18,1.573,4,0.545,0.39325
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav,ang,2.0,3.5,3.0,F,ang,1,You keep saying my flashlight like it's just yours.,0.735,2.97,2.395,9,0.33,0.26611111111111113
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,ang,2.0,3.5,2.5,F,hap,0,How's that supposed to make me feel?,0.20900000000000007,1.82,1.54,7,0.26,0.22
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neu,2.5,1.5,3.0,F,neu,1,Yeah.,0.0,1.37,1.37,1,1.37,1.37
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,hap,4.0,2.5,2.0,F,sad,0,[LAUGHTER],0.594,1.782,1.439,1,1.782,1.439
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,2.0,2.0,2.5,F,sad,1,I'm cold.,0.0,1.92,1.92,2,0.96,0.96
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neu,2.5,1.5,2.5,F,sad,0,Not particularly.,1.1369999999999998,2.324,2.208,2,1.162,1.104
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neu,2.5,1.5,2.5,F,neu,1,That's the wind.,0.0,2.61,2.61,3,0.87,0.87
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neu,2.5,1.5,2.0,F,neu,1,About what?,0.0,2.47,2.09,2,1.235,1.045
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neu,3.0,2.5,2.5,F,hap,0,"The flashlight, the silver one.  There's only one, isn't there?",1.6139999999999999,3.53,3.257,10,0.353,0.3257
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neu,3.0,2.0,2.0,F,neu,1,Whose is it?,0.4500000000000002,1.55,1.072,3,0.5166666666666667,0.35733333333333334
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neu,2.5,2.0,2.0,F,neu,1,"Oh...well. Yeah, of course.",0.266,1.72,1.007,4,0.43,0.25175
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neu,3.0,3.5,1.5,F,hap,0,No.,0.223,1.13,0.7180000000000001,1,1.13,0.7180000000000001
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neu,2.5,2.0,2.0,F,hap,0,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",2.3720000000000008,6.722,5.746,13,0.5170769230769231,0.44200000000000006
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neu,3.0,3.0,2.0,F,neu,1,Do they always run during a full moon?  I don't remember.  Was it full last year?,1.443,3.987,3.104,16,0.2491875,0.194
Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neu,3.5,3.0,2.0,F,hap,0,"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",7.2970000000000015,10.488,9.584999999999999,20,0.5244,0.47924999999999995
