file,total_silence,total_middle_silence,n_pauses,n_middle_pauses,total_duration,not_silence_duration,trimmed_duration,n_words,n_chars,speed_rate_word,speed_rate_char,speed_rate_word_trimmed,speed_rate_char_trimmed,gender,speaker_id,text,transcription,WER
test-clean/1089/134686/1089-134686-0017.flac,1.882,1.0310000000000004,4,2,8.87,6.988,8.058,24,110,0.3695833333333333,0.0806363636363636,0.33575,0.0732545454545454,M,1089,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,0.0
test-clean/1089/134686/1089-134686-0018.flac,3.072000000000001,1.8800000000000008,9,7,15.72,12.648,14.561,41,180,0.3834146341463414,0.0873333333333333,0.3551463414634146,0.0808944444444444,M,1089,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,IT WAS STRANGE TOO THAT HE FOUND AN ERID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,0.024390243902439025
test-clean/1089/134686/1089-134686-0019.flac,2.555,1.5550000000000006,7,5,13.895,11.34,12.914,39,168,0.3562820512820512,0.0827083333333333,0.3311282051282051,0.0768690476190476,M,1089,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,0.0
test-clean/1089/134686/1089-134686-0020.flac,4.073000000000001,3.1930000000000014,12,10,16.79,12.717,15.948,52,195,0.3228846153846154,0.0861025641025641,0.3066923076923077,0.0817846153846153,M,1089,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCREWING UPON IT OR ALL HIS HUGE FORTUNE,0.02
test-clean/1089/134686/1089-134686-0021.flac,1.9179999999999988,1.1399999999999997,6,4,6.55,4.6320000000000014,5.803,17,74,0.3852941176470588,0.0885135135135135,0.3413529411764706,0.0784189189189189,M,1089,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,IF A LAMON IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,0.058823529411764705
test-clean/1089/134686/1089-134686-0022.flac,2.707000000000001,1.6759999999999995,8,6,11.175,8.468,10.176,32,144,0.34921875,0.0776041666666666,0.318,0.0706666666666666,M,1089,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,0.0
test-clean/1089/134686/1089-134686-0023.flac,2.883000000000002,1.905000000000002,9,7,13.275,10.392,12.345,36,155,0.36875,0.0856451612903225,0.3429166666666667,0.0796451612903225,M,1089,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,WHY WAS THE SACRAMENT OF THE UCORIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,0.027777777777777776
test-clean/1089/134686/1089-134686-0024.flac,2.1439999999999992,1.2079999999999995,5,3,11.655,9.511,10.767,30,140,0.3884999999999999,0.0832499999999999,0.3589,0.0769071428571428,M,1089,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,0.0
test-clean/1089/134686/1089-134686-0025.flac,1.780000000000001,0.6290000000000004,4,2,6.61,4.829999999999999,5.494,18,76,0.3672222222222222,0.0869736842105263,0.3052222222222222,0.0722894736842105,M,1089,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,0.0
test-clean/1089/134686/1089-134686-0026.flac,1.1439999999999997,0.175,3,1,4.01,2.866,3.084,13,50,0.3084615384615384,0.0802,0.2372307692307692,0.06168,M,1089,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,0.0
test-clean/1089/134686/1089-134686-0027.flac,0.8490000000000002,0.172,3,1,2.71,1.861,2.044,9,33,0.3011111111111111,0.0821212121212121,0.2271111111111111,0.0619393939393939,M,1089,HE CLASPED HIS HANDS ON THE DESK AND SAID,HE CLASPED HIS HANDS ON THE DESK AND SAID,0.0
test-clean/1089/134686/1089-134686-0028.flac,1.338999999999999,0.5699999999999994,5,3,7.83,6.491000000000001,7.081,18,90,0.435,0.087,0.3933888888888888,0.0786777777777777,M,1089,THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOUR OF SAINT FRANCIS XAVIER WHOSE FEAST DAY IS SATURDAY,THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOR OF SAINT FRANCIS ZAVIAR WHOSE FEAST DAY IS SATURDAY,0.1111111111111111
test-clean/1089/134686/1089-134686-0029.flac,1.0839999999999996,0.321,3,1,4.67,3.5860000000000003,3.916,11,54,0.4245454545454545,0.0864814814814814,0.3559999999999999,0.0725185185185185,M,1089,ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS,ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS,0.0
test-clean/1089/134686/1089-134686-0030.flac,0.916,0.326,4,2,2.715,1.799,2.16,5,25,0.5429999999999999,0.1085999999999999,0.4319999999999999,0.0863999999999999,M,1089,BEWARE OF MAKING THAT MISTAKE,BEWARE OF MAKING THAT MISTAKE,0.0
test-clean/1089/134686/1089-134686-0031.flac,2.0260000000000007,0.8790000000000009,6,4,6.615,4.589,5.499,14,65,0.4725,0.1017692307692307,0.3927857142857142,0.0846,M,1089,STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER,STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER,0.0
test-clean/1089/134686/1089-134686-0032.flac,1.5739999999999998,0.5560000000000002,4,2,4.09,2.516,3.122,11,40,0.3718181818181818,0.10225,0.2838181818181818,0.07805,M,1089,HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES,HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES,0.0
test-clean/1089/134686/1089-134686-0033.flac,1.145,0.5609999999999999,3,1,3.33,2.185,2.766,6,29,0.555,0.1148275862068965,0.461,0.0953793103448275,M,1089,A GREAT SAINT SAINT FRANCIS XAVIER,A GREAT SAINT SAINT FRANCIS ZAVIAER,0.16666666666666666
test-clean/1089/134686/1089-134686-0034.flac,1.943999999999999,0.8739999999999997,5,3,5.81,3.866000000000001,4.763999999999999,13,59,0.4469230769230768,0.0984745762711864,0.3664615384615384,0.0807457627118644,M,1089,THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON,THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON,0.0
test-clean/1089/134686/1089-134686-0035.flac,1.106,0.1530000000000001,3,1,3.445,2.339,2.536,9,36,0.3827777777777778,0.0956944444444444,0.2817777777777778,0.0704444444444444,M,1089,HE HAD THE FAITH IN HIM THAT MOVES MOUNTAINS,HE HAD THE FAITH IN HIM THAT MOVES MOUNTAINS,0.0
test-clean/1089/134686/1089-134686-0036.flac,1.007,0.529,4,2,3.25,2.2430000000000003,2.789,6,28,0.5416666666666666,0.1160714285714285,0.4648333333333332,0.0996071428571428,M,1089,A GREAT SAINT SAINT FRANCIS XAVIER,A GREAT SAINT SAINT FRANCIS ZAVIAR,0.16666666666666666
test-clean/1089/134686/1089-134686-0037.flac,1.788,0.989,6,4,5.21,3.422,4.442,13,53,0.4007692307692307,0.0983018867924528,0.3416923076923077,0.0838113207547169,M,1089,IN THE SILENCE THEIR DARK FIRE KINDLED THE DUSK INTO A TAWNY GLOW,IN THE SILENCE THEIR DARK FIRE KINDLED THE DUSK INTO A TAWNY GLOW,0.0
test-clean/1089/134691/1089-134691-0000.flac,1.048,0.0,2,0,2.085,1.037,1.057,5,19,0.417,0.1097368421052631,0.2113999999999999,0.0556315789473684,M,1089,HE COULD WAIT NO LONGER,HE COULD WAIT NO LONGER,0.0
test-clean/1089/134691/1089-134691-0001.flac,1.6270000000000002,0.6019999999999999,3,1,5.415,3.788,4.423,17,60,0.3185294117647059,0.09025,0.2601764705882353,0.0737166666666666,M,1089,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,0.0
test-clean/1089/134691/1089-134691-0002.flac,3.131,1.9300000000000008,6,4,11.6,8.469,10.419,35,147,0.3314285714285714,0.0789115646258503,0.2976857142857143,0.0708775510204081,M,1089,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,0.0
test-clean/1089/134691/1089-134691-0003.flac,1.0229999999999997,0.0,2,0,2.175,1.152,1.1829999999999998,2,13,1.0875,0.1673076923076923,0.5914999999999999,0.0909999999999999,M,1089,THE UNIVERSITY,THE UNIVERSITY,0.0
test-clean/1089/134691/1089-134691-0004.flac,1.156,0.1920000000000001,3,1,5.175,4.019,4.23,9,50,0.575,0.1035,0.47,0.0846,M,1089,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,0.0
test-clean/1089/134691/1089-134691-0005.flac,1.2920000000000011,0.6290000000000004,4,2,5.36,4.068,4.753,13,60,0.4123076923076923,0.0893333333333333,0.3656153846153846,0.0792166666666666,M,1089,WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS,WHOSE FEET ARE AS THE FEET OF HEARTS AND UNDERNEATH THE EVERLASTING ARMS,0.07692307692307693
test-clean/1089/134691/1089-134691-0006.flac,1.1959999999999993,0.4549999999999994,5,3,5.895,4.699,5.186,19,75,0.3102631578947368,0.0785999999999999,0.2729473684210526,0.0691466666666666,M,1089,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,0.0
test-clean/1089/134691/1089-134691-0007.flac,0.9300000000000002,0.0,2,0,3.44,2.51,2.559,8,43,0.43,0.08,0.319875,0.0595116279069767,M,1089,SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING,SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING,0.0
test-clean/1089/134691/1089-134691-0008.flac,2.898,2.0060000000000007,7,5,14.985,12.087,14.12,42,171,0.3567857142857142,0.0876315789473684,0.3361904761904762,0.0825730994152046,M,1089,THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,THE UNCOUTH FACES PASSED HIM TOWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,0.023809523809523808
test-clean/1089/134691/1089-134691-0009.flac,5.102000000000004,4.0270000000000055,9,7,20.055,14.952999999999996,18.994,48,233,0.4178125,0.0860729613733905,0.3957083333333333,0.081519313304721,M,1089,ANGRY WITH HIMSELF HE TRIED TO HIDE HIS FACE FROM THEIR EYES BY GAZING DOWN SIDEWAYS INTO THE SHALLOW SWIRLING WATER UNDER THE BRIDGE BUT HE STILL SAW A REFLECTION THEREIN OF THEIR TOP HEAVY SILK HATS AND HUMBLE TAPE LIKE COLLARS AND LOOSELY HANGING CLERICAL CLOTHES BROTHER HICKEY,ANGRY WITH HIMSELF HE TRIED TO HIDE HIS FACE FROM THEIR EYES BY GAZING DOWN SIDEWAYS INTO THE SHALLOW SWIRLING WATER UNDER THE BRIDGE BUT HE STILL SAW A REFLECTION THEREIN OF THEIR TOP HEAVY SILK HATS AND HUMBLE TAPELIKE COLLARS AND LOOSELY HANGING CLERICAL CLOTHES BROTHER HICKY,0.061224489795918366
test-clean/1089/134691/1089-134691-0010.flac,1.971,0.991,3,1,3.195,1.224,2.236,4,28,0.79875,0.1141071428571428,0.5589999999999999,0.0798571428571428,M,1089,BROTHER MAC ARDLE BROTHER KEOGH,BROTHER MCARDLE BROTHER KIOV,0.6
test-clean/1089/134691/1089-134691-0011.flac,5.759000000000004,4.722,15,13,20.01,14.250999999999998,19.007,52,233,0.3848076923076923,0.0858798283261802,0.3655192307692308,0.0815751072961373,M,1089,THEIR PIETY WOULD BE LIKE THEIR NAMES LIKE THEIR FACES LIKE THEIR CLOTHES AND IT WAS IDLE FOR HIM TO TELL HIMSELF THAT THEIR HUMBLE AND CONTRITE HEARTS IT MIGHT BE PAID A FAR RICHER TRIBUTE OF DEVOTION THAN HIS HAD EVER BEEN A GIFT TENFOLD MORE ACCEPTABLE THAN HIS ELABORATE ADORATION,THEIR PIETY WOULD BE LIKE THEIR NAMES LIKE THEIR FACES LIKE THEIR CLOTHES AND IT WAS IDLE FOR HIM TO TELL HIMSELF THAT THEIR HUMBLE AND CONTRITE HEARTS IT MIGHT BE PAID A FAR RICHER TRIBUTE OF DEVOTION THAN HIS HAD EVER BEEN A GIFT TENFOLD MORE ACCEPTAIBLE THAN HIS ELABORATE ADORATION,0.019230769230769232
test-clean/1089/134691/1089-134691-0012.flac,3.385999999999997,2.3719999999999986,8,6,15.03,11.644000000000002,14.039,44,187,0.341590909090909,0.0803743315508021,0.3190681818181818,0.0750748663101604,M,1089,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGARS WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,0.022727272727272728
test-clean/1089/134691/1089-134691-0013.flac,3.083999999999998,1.861,7,5,16.33,13.246,15.123,45,207,0.3628888888888888,0.0788888888888888,0.3360666666666666,0.0730579710144927,M,1089,IDLE AND EMBITTERING FINALLY TO ARGUE AGAINST HIS OWN DISPASSIONATE CERTITUDE THAT THE COMMANDMENT OF LOVE BADE US NOT TO LOVE OUR NEIGHBOUR AS OURSELVES WITH THE SAME AMOUNT AND INTENSITY OF LOVE BUT TO LOVE HIM AS OURSELVES WITH THE SAME KIND OF LOVE,IDLE AND EMBITTERING FINALLY TO ARGUE AGAINST HIS OWN DISPASSIONATE SURTITUDE THAT THE COMMANDMENT OF LOVE BADE US NOT TO LOVE OUR NEIGHBOUR AS OURSELVES WITH THE SAME AMOUNT AND INTENSITY OF LOVE BUT TO LOVE HIM AS OURSELVES WITH THE SAME KIND OF LOVE,0.022222222222222223
test-clean/1089/134691/1089-134691-0014.flac,1.82,0.7499999999999999,5,3,4.755,2.935,3.703,11,47,0.4322727272727272,0.1011702127659574,0.3366363636363637,0.0787872340425532,M,1089,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN ACCORD,0.16666666666666666
test-clean/1089/134691/1089-134691-0015.flac,1.984,1.0599999999999998,3,1,3.395,1.4110000000000005,2.495,5,22,0.679,0.1543181818181818,0.499,0.1134090909090909,M,1089,WORDS WAS IT THEIR COLOURS,WORDS WAS IT THEIR COLORS,0.2
test-clean/1089/134691/1089-134691-0016.flac,2.529,1.278999999999999,5,3,9.06,6.531000000000001,7.882,22,99,0.4118181818181818,0.0915151515151515,0.3582727272727272,0.0796161616161616,M,1089,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,0.0
