file,speaker_id,text,gender,transcription,WER,total_silence,total_middle_silence,n_pauses,n_middle_pauses,total_duration,not_silence_duration,trimmed_duration,n_words,n_chars,speed_rate_word,speed_rate_char,speed_rate_word_trimmed,speed_rate_char_trimmed,RMS,ZCR,MFCC_5,MFCC_10,MFCC_15,MFCC_20,MFCC_25,MFCC_30,chroma,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
test-clean/1089/134686/1089-134686-0010.flac,1089,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,M,WELL NOW ENIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,0.0714285714285714,0.9049999999999998,0.0,2,0,4.405,3.5000000000000004,3.643,14,46,0.3146428571428571,0.0957608695652174,0.2602142857142857,0.079195652173913,0.0336539704185731,9218.0,-34.886684,-19.53929,-12.938607,-10.616076,-9.070173,-7.667274,0.40413725,4.405,118.1912606706937,21.989507425224872,10.414750588218212,0.0225044986360415,0.0001914295389033,0.0078080594623659,0.0105691544226206,0.0234241783870979,0.0932009506004938,0.909627782561575,0.026666316011771,0.0408258641183248,0.1024964849472754,0.079998948035313,541.1299468294171,1563.2238400197605,2352.2198304710614,3379.934390128013,533.4733004714213,1559.7295395600909,2337.60057383888,3372.851855192689,-0.6151687379730727,946.4595182404228,1950.91381726577,1600.4141750085032,17.52681631094105,964.5387565403552,18.14338706592742
test-clean/1089/134686/1089-134686-0011.flac,1089,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECITE THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,M,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECIHT THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,0.0256410256410256,2.0200000000000005,0.9489999999999998,5,3,12.445,10.425,11.382,39,169,0.3191025641025641,0.0736390532544378,0.2918461538461538,0.0673491124260355,0.0202115020495959,24058.0,-35.84472,-18.763748,-12.55434,-10.033875,-8.524394,-7.363627,0.4273014,12.445,98.36309164175024,12.19170637048666,11.454960512053168,0.0283219296689569,0.0002893372925247,0.0116112058327148,0.0120656411947132,0.0348336174981446,0.1188728871703115,1.1411954489522609,0.0346206888205526,0.0552756754888211,0.1246955907621032,0.1038620664616579,453.1622465453893,1461.6786492775054,2429.276410849396,3454.668531065261,407.43627589591847,1446.3295208821128,2460.247950359444,3474.351114052816,-0.8384028297477001,1022.3049460522992,1947.091215297573,1498.114067541188,18.75927340755072,984.9552949692664,17.767303845547683
test-clean/1089/134686/1089-134686-0012.flac,1089,HER EYES SEEMED TO REGARD HIM WITH MILD PITY HER HOLINESS A STRANGE LIGHT GLOWING FAINTLY UPON HER FRAIL FLESH DID NOT HUMILIATE THE SINNER WHO APPROACHED HER,M,HER EYES SEEMED TO REGARD HIM WITH MILD PITY HER HOLINESS A STRANGE LIGHT GLOWING FAINTLY UPON HER FRAIL FLESH DID NOT HUMILIATE THE SINNER WHO APPROACHED HER,0.0,3.338999999999998,2.167999999999998,8,6,11.64,8.301000000000002,10.496,28,131,0.4157142857142857,0.088854961832061,0.3748571428571429,0.0801221374045801,0.0188398451966233,19875.0,-43.05077,-21.422428,-14.188412,-11.161135,-9.291644,-7.9099913,0.42670375,11.64,105.39406781786302,20.08508410400576,13.529875097766094,0.0236119920332641,0.0002238468978437,0.0083727479692068,0.0100144587369141,0.0251182439076204,0.0958687333244127,0.9624520185049414,0.0308164034817283,0.0497013051586626,0.1052049363150112,0.0924492104451851,454.5303075061512,1519.8720913743648,2394.543439859765,3463.463906043292,404.153530639998,1479.5652632398087,2452.877302689052,3477.44184020643,-0.8049893906467548,1024.429436522144,1953.509484193822,1502.8099119903557,18.710401121917112,986.8887789345164,17.732494657496947
test-clean/1089/134686/1089-134686-0013.flac,1089,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,M,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER NIGHT,0.04,1.7369999999999994,0.5949999999999998,3,1,7.915,6.178000000000001,6.781,25,90,0.3166,0.0879444444444444,0.27124,0.0753444444444444,0.0182515691962392,12520.0,-39.56433,-19.22928,-12.939325,-10.224404,-8.571715,-7.2862306,0.44580203,7.915,102.14515457746714,14.132293628848354,12.570369133415571,0.0294011467333441,0.0002895653272791,0.0097156619016803,0.0122255822894165,0.0291469857050409,0.1111968582598998,1.095483660606548,0.032073036465335,0.0536000806028102,0.129286907388946,0.0962191093960051,436.5355791967618,1526.2628307511443,2415.480499696884,3518.8612343278305,382.0744337623617,1504.017552184081,2448.807290921092,3515.8378614669787,-0.7907163700943862,1044.5878092348723,1962.684284583628,1491.4066758834806,18.91038956668972,994.0244898854504,17.60520005097326
test-clean/1089/134686/1089-134686-0014.flac,1089,HE TRIED TO THINK HOW IT COULD BE,M,HE TRIED TO THINK HOW IT COULD BE,0.0,0.8930000000000002,0.306,4,2,2.225,1.332,1.656,8,26,0.278125,0.085576923076923,0.207,0.0636923076923076,0.021342145827609,3501.0,-39.697178,-19.755796,-13.514011,-10.611765,-8.756972,-7.4066277,0.45816836,2.225,112.63523922177092,19.650232356829807,12.03764684417754,0.024792498827859,0.0002213550815022,0.0065325143049373,0.0064243800451572,0.0195975429148121,0.0971368951941954,0.9197753370478764,0.0265244698317858,0.0430600310035412,0.1109903198160222,0.0795734094953576,402.3603360783076,1756.4209490818744,2394.5904360567542,3480.4373936444217,373.360824519086,1757.8347492508578,2398.802108642092,3532.5308670463955,-0.4876352896824867,1053.0566808424364,2015.632137364608,1535.6660916955525,18.486507973248365,1008.775992495402,17.347756221587286
test-clean/1089/134686/1089-134686-0015.flac,1089,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,M,BUT THE DUSK DEEPENING IN THE SCHOOL ROOM COVERED OVER HIS THOUGHTS THE BELL RANG,0.1428571428571428,2.455,1.9279999999999995,5,3,5.815,3.3600000000000003,5.325,14,67,0.4153571428571428,0.0867910447761194,0.3803571428571429,0.0794776119402985,0.0157089437984569,8565.0,-49.396435,-23.611845,-15.310088,-11.885317,-9.793192,-8.239403,0.4448945,5.815,96.5959112547846,13.72163241365188,12.672996626539724,0.0245113474131765,0.0002549970951884,0.0090478536968238,0.0104811777894535,0.0271435610904715,0.0964888895065095,1.0406501112001303,0.0290125856209342,0.0456594092561658,0.0856087041303802,0.0870377568628028,437.3899035181986,1391.3012726587783,2392.7959783029105,3485.653682225191,398.60696038755816,1361.195138724304,2425.448653271172,3569.553615282642,-0.9290357631498876,1056.9822182983614,1938.701091916419,1472.2033969785275,19.10822000400166,990.3883559498768,17.669836175745253
test-clean/1089/134686/1089-134686-0016.flac,1089,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,M,THEN YOU CAN ASK HIM QUESTIONS ON THE CATICISM DEUTILES,0.2,0.98,0.0,2,0,3.54,2.56,2.593,10,47,0.354,0.0753191489361702,0.2593,0.0551702127659574,0.0145801111994648,7215.0,-47.903473,-22.516415,-14.258299,-11.062218,-9.146186,-7.650562,0.4642535,3.54,95.746006372623,13.34665141227529,8.30500534787491,0.0329815331655803,0.0003453361887252,0.0135206638295847,0.0135031345657112,0.0405619914887541,0.1362656265577404,1.2397702827264152,0.0470150800788006,0.0693163180978057,0.2883626107580193,0.1410452402364019,514.1763367133054,1570.3630382558677,2475.773239351933,3632.5075979673184,469.1384517841007,1586.811247823055,2475.8063540620096,3736.677451836521,-0.1071216620735856,1089.17966668414,2067.108376376422,1619.970650153287,17.314099622656506,1042.032050676642,16.79410915301156
test-clean/1089/134686/1089-134686-0017.flac,1089,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,M,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERRON CHECKED FROM TIME TO TIME BY SAYING,0.0416666666666666,1.882,1.0310000000000004,4,2,8.87,6.988,8.058,24,110,0.3695833333333333,0.0806363636363636,0.33575,0.0732545454545454,0.0188863714354128,14953.0,-40.450497,-19.89383,-12.901745,-10.448978,-8.86782,-7.6020875,0.4400996,8.87,93.34025132167676,10.164530057309252,11.406630164683609,0.0224560229825851,0.0002406318640716,0.0087270172347198,0.0097330186176304,0.0261810517041594,0.0985973611522725,0.9500077419217418,0.0297136487319903,0.0511327392254731,0.1277146730242708,0.089140946195971,501.2237150918533,1530.3264983708991,2392.295899040766,3445.2350038913846,455.1957507677224,1491.6133027262051,2405.55518725901,3451.7744474572505,-0.7434188475470755,998.859565563176,1951.0346720525467,1540.9127382225072,18.188115153491324,979.0531601771938,17.874412454613562
test-clean/1089/134686/1089-134686-0018.flac,1089,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,M,IT WAS STRANGE TOO THAT HE FOUND AN ERRAD PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,0.024390243902439,3.072000000000001,1.8800000000000008,9,7,15.72,12.648,14.561,41,180,0.3834146341463414,0.0873333333333333,0.3551463414634146,0.0808944444444444,0.0188642293158751,25540.0,-38.61586,-19.797237,-13.389468,-10.762852,-9.036693,-7.7710567,0.4172167,15.72,106.04144278172411,22.70447086042356,12.881234538487956,0.027016516006352,0.0002559746498586,0.0104746604554079,0.0116929856228303,0.0314239813662237,0.0938669558675141,0.9236304263665968,0.0292628514182003,0.0452149695558041,0.0903739866463939,0.0877885542546009,443.412130710699,1547.533396245755,2410.5855753167784,3426.50487679414,402.1122002118301,1553.7874741933992,2488.339648640589,3481.7192109370203,-0.6399656792947346,1026.53567024173,1981.4896334957093,1525.3186041659092,18.45704673958445,997.0763652989076,17.55131362957719
test-clean/1089/134686/1089-134686-0019.flac,1089,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,M,THE SENTANCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLEN PHRASE UNTIL HE HAD BEGUN TO GROP IN THE DARKNESS OF HIS OWN STATE,0.0769230769230769,2.555,1.5550000000000006,7,5,13.895,11.34,12.914,39,168,0.3562820512820512,0.0827083333333333,0.3311282051282051,0.0768690476190476,0.0206848024806762,28535.0,-36.907806,-18.8026,-12.562851,-10.166699,-8.665305,-7.433109,0.3994464,13.895,99.8708434446794,12.02224466245928,12.74462362141876,0.0231331160963614,0.000231898097872,0.0080481212723058,0.0096849280555689,0.0241443638169176,0.1000230034417309,0.9918257519877376,0.0271109117646262,0.0420907211761027,0.0933517825055453,0.0813327352938787,424.6255060961547,1535.570426986382,2449.79742165428,3454.778175895796,393.9399987577758,1538.4087334871829,2463.502674645187,3470.4142952313764,-0.737857403994705,1025.491432157867,1966.5664255303805,1508.7213788444883,18.670761485187125,990.942372358688,17.65995731754378
test-clean/1089/134686/1089-134686-0020.flac,1089,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,M,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO A MASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST A CREWING UPON IT OR ALL HIS HUGE FORTUNE,0.08,4.073000000000001,3.1930000000000014,12,10,16.79,12.717,15.948,52,195,0.3228846153846154,0.0861025641025641,0.3066923076923077,0.0817846153846153,0.0203477814482263,27199.0,-38.174294,-19.313007,-13.038271,-10.434918,-8.8671665,-7.6570005,0.4288347,16.79,105.91978012336315,21.80992576971209,11.717990591711574,0.0270328541478526,0.0002562463838689,0.0098740303330273,0.0109171732527655,0.0296220909990819,0.0956956502887895,0.9136929659461844,0.0313468854486639,0.0465225490331972,0.0885936032266712,0.0940406563459918,472.78652545503246,1442.018859199719,2364.0960412153104,3404.987018338171,422.9440871484978,1422.6287505006514,2372.784777428067,3453.3834717112923,-0.9874634056167954,1010.1464615209316,1917.9352716971275,1490.113753394492,18.828637559936723,969.7247268516628,18.046358430826057
test-clean/1089/134686/1089-134686-0021.flac,1089,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,M,IF A LAMON IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,0.0588235294117647,1.9179999999999988,1.1399999999999997,6,4,6.55,4.6320000000000014,5.803,17,74,0.3852941176470588,0.0885135135135135,0.3413529411764706,0.0784189189189189,0.0215218990928262,10630.0,-39.14327,-20.069399,-13.314186,-10.412138,-8.838318,-7.6347923,0.44700825,6.55,112.29768648486473,30.03111263550149,11.795325508619417,0.0247059556888235,0.0002206305755406,0.0076722004789501,0.0081644832232945,0.0230166014368505,0.0889009047999577,0.944671755426358,0.024563641138951,0.0415852510553785,0.0726481601058443,0.073690923416853,498.9814400160949,1427.161031886476,2361.5013738646294,3482.591208528373,433.5526642657903,1429.580510625619,2374.9025353911475,3477.4551882561645,-0.914126381634444,1014.634174663458,1928.8727246346805,1504.144128991449,18.6448464722013,974.737933116465,17.953543619717774
test-clean/1089/134686/1089-134686-0022.flac,1089,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,M,HOW COMES IT THAT WHILE THE FIRST BE ATTITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BE ATTITUDE PROMISES ALSO TO THE MEAK THAT THEY SHALL POSSESS THE LAND,0.15625,2.707000000000001,1.6759999999999995,8,6,11.175,8.468,10.176,32,144,0.34921875,0.0776041666666666,0.318,0.0706666666666666,0.0201479186345946,20371.0,-38.22858,-19.177092,-12.599393,-9.943667,-8.378875,-7.1823077,0.44772437,11.175,109.99419706504332,24.15163839694688,10.694854489398905,0.0337708718852025,0.0003071000644383,0.0120513073829778,0.0121171003666811,0.0361539221489336,0.1021126372064039,0.9238605208061352,0.0337875684479897,0.0463345889450112,0.0957567398105286,0.1013627053439692,479.8177096578223,1459.1426572876535,2390.730658408404,3615.832509003866,438.53709257968455,1446.1154979710486,2403.263196402311,3663.5626809504174,-0.6057034900529393,1075.008529456911,1987.8696169758653,1537.1936044306856,18.25697313710223,1010.431865122793,17.31932711551343
